category,page,name,price,normal_price
Juice & Nectar,3,NATURALIS Nectar Apples 2L,23.95,30.40
Juice & Nectar,3,NATURALIS Nectar Apples 1L,16.10,16.10
Juice & Nectar,3,DELICIOS Orange juice / carrot 0.2l,4.25,5.35
Juice & Nectar,3,DELICIOS Sugar-free apple juice 0.2l,4.25,5.35
Juice & Nectar,4,WELLSS Ginger Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,4,WELLSS Focus Shot  fără zahăr 60ml,27.10,27.10
Juice & Nectar,4,WELLSS Curcuma Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,4,WELLSS Beauty Shot  60ml,27.10,27.10
Juice & Nectar,4,WELLSS  Prebiotic Shot 60ml,27.10,27.10
Juice & Nectar,4,DELICIOUS Tangerine juice without sugar 0.2l,4.25,5.35
Juice & Nectar,4,VIS Suc mere/struguri 1L,18.00,18.00
Juice & Nectar,4,RICH KIDS Raspberry juice 200 ml,6.40,6.40
Juice & Nectar,4,RICH KIDS Apple / grape juice 200ml,6.40,6.40
Juice & Nectar,4,JAFFA Nectar Kinder multifruct 0.2l,6.50,7.25
Juice & Nectar,4,JAFFA Nectar Kinder banana / strawberry 0.2l,7.25,7.25
Juice & Nectar,4,VITA Mini banana / strawberry nectar 250g,9.60,9.60
Juice & Nectar,4,VITA MINI Juice multifruit 250ml,9.60,9.60
Juice & Nectar,4,VITA MINI Apple juice 250ml,9.60,9.60
Juice & Nectar,4,SAVILLE Compote 1l,34.55,34.55
Juice & Nectar,4,SAVILLE Quince compote 1l,34.55,34.55
Juice & Nectar,4,RICH Nectar pomegranate 1l,26.90,26.90
Juice & Nectar,4,RICH Orange nectar 1l,26.90,26.90
Juice & Nectar,4,JAFFA Nectar Select orange / grapefruit 0.95l,28.10,28.10
Juice & Nectar,4,JAFFA Nectar Select orange 0.95l,28.10,28.10
Juice & Nectar,4,JAFFA Nectar Select multifruit 0.95l,25.30,28.10
Juice & Nectar,4,JAFFA Nectar Select mango 0.95l,25.30,28.10
Juice & Nectar,4,JAFFA Nectar Select banana / strawberry 0.95l,25.30,28.10
Juice & Nectar,4,GRANINI Nectar pineapple 1l,32.49,32.49
Juice & Nectar,4,GRANINI Banana Nectar 1l,32.49,32.49
Juice & Nectar,4,TEDI Băutură morc/zm/lam/mere 400ml,12.75,12.75
Juice & Nectar,4,TEDI Carrot / orange / lemon / apple drink 400ml,12.75,12.75
Juice & Nectar,4,WELLSS Ginger Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,4,WELLSS Focus Shot  fără zahăr 60ml,27.10,27.10
Juice & Nectar,5,WELLSS Ginger Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,5,WELLSS Focus Shot  fără zahăr 60ml,27.10,27.10
Juice & Nectar,5,WELLSS Curcuma Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,5,WELLSS Beauty Shot  60ml,27.10,27.10
Juice & Nectar,5,WELLSS  Prebiotic Shot 60ml,27.10,27.10
Juice & Nectar,5,WELLSS Curcuma Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,5,WELLSS Beauty Shot  60ml,27.10,27.10
Juice & Nectar,5,WELLSS  Prebiotic Shot 60ml,27.10,27.10
Juice & Nectar,5,САДОЧОК Nectar Mere-banane 200ml,5.25,5.25
Juice & Nectar,5,SANDORA Nectar Rodie 950ml,27.00,27.00
Juice & Nectar,5,САДОЧОК Nectar Mere-capsuna cu pulpa 200ml,5.25,5.25
Juice & Nectar,5,САДОЧОК nectar mere-merisoare-aronie 950ml,15.80,15.80
Juice & Nectar,5,САДОЧОК Nectar Mere-poama rosie 950ml,15.80,15.80
Juice & Nectar,5,САДОЧОК Nectar Mere-rodie 950ml,15.80,15.80
Juice & Nectar,5,САДОЧОК Nectar Mere-banane 950ml,15.80,15.80
Juice & Nectar,5,SANDORA Bautura Racoritoare De fructe Merisor 950ml,27.00,27.00
Juice & Nectar,5,SANDORA Suc Portocala rosie siciliana 950ml,27.00,27.00
Juice & Nectar,5,САДОЧОК Nectar Mere 200ml,5.25,5.25
Juice & Nectar,5,САДОЧОК Nectar Mere 950ml,15.80,15.80
Juice & Nectar,5,САДОЧОК Suc Tomate 950ml,15.80,15.80
Juice & Nectar,5,САДОЧОК Nectar Multimix 1.93L,31.50,31.50
Juice & Nectar,5,САДОЧОК Nectar Mere-poama rosie 200ml,5.25,5.25
Juice & Nectar,5,САДОЧОК Nectar Mere-poama verde 1.93L,31.50,31.50
Juice & Nectar,5,САДОЧОК Nectar mere-poama verde 200ml,5.25,5.25
Juice & Nectar,5,САДОЧОК Nectar Mere-poama verde 950ml,15.80,15.80
Juice & Nectar,5,САДОЧОК Nectar Portocala 200ml,5.25,5.25
Juice & Nectar,5,САДОЧОК Nectar mere-caise 950ml,15.80,15.80
Juice & Nectar,5,SANDORA Suc Portocală 950ml,27.00,27.00
Juice & Nectar,5,SANDORA Nectar Ananas 950ml,27.00,27.00
Juice & Nectar,6,WELLSS Ginger Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,6,WELLSS Focus Shot  fără zahăr 60ml,27.10,27.10
Juice & Nectar,6,WELLSS Curcuma Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,6,WELLSS Beauty Shot  60ml,27.10,27.10
Juice & Nectar,6,WELLSS  Prebiotic Shot 60ml,27.10,27.10
Juice & Nectar,6,САДОЧОК Nectar Multifruct 200ml,5.25,5.25
Juice & Nectar,6,САДОЧОК Nectar Multifruct 950ml,15.80,15.80
Juice & Nectar,6,САДОЧОК Nectar Multimix 950ml,15.80,15.80
Juice & Nectar,6,САДОЧОК Nectar Multimix 200ml,5.25,5.25
Juice & Nectar,6,САДОЧОК Nectar Portocala 950ml,15.80,15.80
Juice & Nectar,6,САДОЧОК Bautura cu suc Ananas 950ml,15.80,15.80
Juice & Nectar,6,САДОЧОК Orange juice drink 200ml,5.25,5.25
Juice & Nectar,6,SANDORA Nectar Mango 950ml,27.00,27.00
Juice & Nectar,6,SANDORA Nectar Banană 950ml,27.00,27.00
Juice & Nectar,6,САДОЧОК Nectar Mere-capsuna-morcov 200ml,5.25,5.25
Juice & Nectar,6,BIOLA Suc Portocala 1L,22.40,22.40
Juice & Nectar,6,BIOLA Nectar portocala-mango 1L,22.40,22.40
Juice & Nectar,6,BIOLA Nectar Multifruct 1L,22.40,22.40
Juice & Nectar,6,VIS Suc de mere nelimpezit 1l,19.80,19.80
Juice & Nectar,6,VIS Suc Mere-gutuie 1L,18.00,18.00
Juice & Nectar,6,VIS Nectar Piersic 1L,17.45,17.45
Juice & Nectar,6,VIS Suc Premium de tomate cu sare 1L,18.00,18.00
Juice & Nectar,6,VIS Nectar Mere-morcov 1L,17.45,17.45
Juice & Nectar,6,VIS Suc Mere 1L,18.00,18.00
Juice & Nectar,6,VIS Nectar Multifruct 1L,17.45,17.45
Juice & Nectar,6,STAMI Suc Mere-struguri 1L,17.90,17.90
Juice & Nectar,6,DELICIOS Suc Mere-struguri fara zahar 200ml,4.25,5.35
Juice & Nectar,6,DELICIOS Nectar Mere-morcov fara zahar 1L,16.30,16.30
Juice & Nectar,6,DELICIOS Nectar Portocala-morcov fara zahar 1L,19.90,19.90
Juice & Nectar,7,WELLSS Ginger Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,7,WELLSS Focus Shot  fără zahăr 60ml,27.10,27.10
Juice & Nectar,7,WELLSS Curcuma Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,7,WELLSS Beauty Shot  60ml,27.10,27.10
Juice & Nectar,7,WELLSS  Prebiotic Shot 60ml,27.10,27.10
Juice & Nectar,7,DELICIOS Nectar Mere-coacaza neagra fara zahar 1L,16.30,16.30
Juice & Nectar,7,DELICIOS Nectar Mere-capsuna fara zahar 1L,17.90,19.90
Juice & Nectar,7,DELICIOS Nectar Banana-capsuna fara zahar 1L,19.90,19.90
Juice & Nectar,7,DELICIOS Suc Tomate fara zahar 1L,16.30,16.30
Juice & Nectar,7,DELICIOS Suc Mere fara zahar 1L,16.30,16.30
Juice & Nectar,7,DELICIOS Suc Mere-struguri fara zahar 1L,16.30,16.30
Juice & Nectar,7,DELICIOS Suc Ananas fara zahar 1L,16.65,16.65
Juice & Nectar,7,DELICIOS Suc Portocala fara zahar 1L,17.90,19.90
Juice & Nectar,7,ОДЕССКИЙ Nectar Rodie-aronie neagra 950ml,15.95,17.85
Juice & Nectar,7,ОДЕССКИЙ Nectar Multifruct 1.93L,32.65,32.65
Juice & Nectar,7,ОДЕССКИЙ Nectar Mere 1.93L,29.30,32.65
Juice & Nectar,7,ОДЕССКИЙ Suc Tomate 1.93l,32.00,32.00
Juice & Nectar,7,ОДЕССКИЙ Suc Tomate 950ml,17.50,17.50
Juice & Nectar,7,ОДЕССКИЙ Nectar Multifruct 950ml,15.95,17.85
Juice & Nectar,7,ОДЕССКИЙ Nectar Mere-capsuna 950ml,17.85,17.85
Juice & Nectar,7,ОДЕССКИЙ Nectar Mere-poama 950ml,17.85,17.85
Juice & Nectar,7,ОДЕССКИЙ Nectar Mere-poama 1.93L,29.30,32.65
Juice & Nectar,7,JAFFA Nectar Rodie 950ml,25.30,28.10
Juice & Nectar,7,NATURALIS Nectar Lamie-menta 1L,16.10,16.10
Juice & Nectar,7,NATURALIS Bautura cu suc Piersic-mango 1L,16.10,16.10
Juice & Nectar,7,NATURALIS Bautura cu suc Mere-zmeura 200ml,5.00,5.00
Juice & Nectar,7,NATURALIS Nectar Mere-poama 200ml,5.00,5.00
Juice & Nectar,7,NATURALIS Suc Mere 200ml,5.00,5.00
Juice & Nectar,7,NATURALIS Nectar Portocala 200ml,5.00,5.00
Juice & Nectar,8,WELLSS Ginger Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,8,WELLSS Focus Shot  fără zahăr 60ml,27.10,27.10
Juice & Nectar,8,WELLSS Curcuma Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,8,WELLSS Beauty Shot  60ml,27.10,27.10
Juice & Nectar,8,WELLSS  Prebiotic Shot 60ml,27.10,27.10
Juice & Nectar,8,NATURALIS Nectar Piersic 200ml,5.00,5.00
Juice & Nectar,8,NATURALIS Nectar Multifruct 200ml,5.00,5.00
Juice & Nectar,8,NATURALIS Nectar Mere-morcov 200ml,5.00,5.00
Juice & Nectar,8,NATURALIS Nectar Multifruct 2L,30.40,30.40
Juice & Nectar,8,NATURALIS Nectar Multifruct 1L,16.10,16.10
Juice & Nectar,8,NATURALIS Nectar Mere-poama 2L,30.40,30.40
Juice & Nectar,8,NATURALIS Nectar Mere-poama 1L,16.10,16.10
Juice & Nectar,8,NATURALIS Nectar Mere-caise 2L,30.40,30.40
Juice & Nectar,8,NATURALIS Suc Tomate 2L,23.95,30.40
Juice & Nectar,8,NATURALIS Suc Tomate 1L,16.10,16.10
Juice & Nectar,8,NATURALIS Nectar Piersic 2L,23.95,30.40
Juice & Nectar,8,NATURALIS Nectar Piersic 1L,16.10,16.10
Juice & Nectar,8,NATURALIS Nectar Portocala 1L,16.10,16.10
Juice & Nectar,8,SAVILLE Suc Rodie 1L,57.95,57.95
Juice & Nectar,8,TEDI Nectar Zmeura-morcov-mar 300ml,13.80,13.80
Juice & Nectar,8,TEDI Nectar Multifruct 300ml,13.80,13.80
Juice & Nectar,8,TEDI Nectar Portocale-morcov-mar 300ml,13.80,13.80
Juice & Nectar,8,TYMBARK Bautura Racoritoare Ananas necarbo. 2L,29.45,29.45
Juice & Nectar,8,TEDI Bautura cu suc Morcov-capsuna-lamaie-mere 400ml,12.75,12.75
Juice & Nectar,8,TEDI Bautura cu suc Morcov-cirese-lamaie-mere 400ml,12.75,12.75
Juice & Nectar,8,TYMBARK Bautura Racoritoare Portocala necarbo. 2L,29.45,29.45
Juice & Nectar,8,TYMBARK Bautura Racoritoare Multivitamin necarbo. 2L,29.45,29.45
Juice & Nectar,8,CAPPY Bautura Racoritoare Portocala Necarbogazoasa 1L,19.60,19.60
Juice & Nectar,8,CAPPY Bautura Racoritoare Piersic Necarbogazoasa 1L,19.60,19.60
Juice & Nectar,9,WELLSS Ginger Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,9,WELLSS Focus Shot  fără zahăr 60ml,27.10,27.10
Juice & Nectar,9,WELLSS Curcuma Shot fără zahăr 60ml,27.10,27.10
Juice & Nectar,9,WELLSS Beauty Shot  60ml,27.10,27.10
Juice & Nectar,9,WELLSS  Prebiotic Shot 60ml,27.10,27.10
Juice & Nectar,9,CAPPY Bautura Racoritoare Piersic  330ml,11.80,11.80
Juice & Nectar,9,CAPPY Bautura Racoritoare Grapefruit  330ml,11.80,11.80
Juice & Nectar,9,CAPPY Bautura Racoritoare Portocala Necarbogazoasa 330ml,11.80,11.80
Energy drinks,1,TIGER AFTER ALCOHOL Energy drink can 250 ml,14.70,14.70
Energy drinks,1,TIGER UFO Energy drink dose 500ml,24.30,24.30
Energy drinks,1,TIGER BUBBLE GUM Energy drink can 500 ml,24.30,24.30
Energy drinks,1,HELL  Energy drink Strong Apple 0.25L,14.80,14.80
Energy drinks,1,TURBO ENERGY Energy Drink 450 ml can,16.00,16.00
Energy drinks,1,HELL Energy Drink Focus 0.25L,15.90,15.90
Energy drinks,1,HELL Energy Drink Classic 0.25L,14.80,14.80
Energy drinks,1,"RED BULL Sugarfree Energy drink, can 250ml",25.50,25.50
Energy drinks,1,BURN Energy drink 0.25l,24.20,24.20
Energy drinks,1,JEDEN TAG Bautura Energezanta Energy Drink 250ml,5.95,6.75
Energy drinks,1,JEDEN TAG Bautura Energezanta Energy Drink 250ml,5.95,6.75
Energy drinks,1,MAXIMUM SPEED Bautura Energizanta Speed 250ml,8.95,8.95
Energy drinks,1,PIT BULL Bautura Energezanta Energy Drink 250ml,12.30,12.30
Energy drinks,1,RED BULL  Bautura Energezanta Energy Drink 355ml,31.90,31.90
Energy drinks,1,RED BULL  Bautura Energezanta Energy Drink 250ml,25.50,25.50
Energy drinks,1,TIGER  Bautura Energezanta Energy Drink 250ml,14.70,14.70
Energy drinks,1,TIGER  Bautura Energezanta Energy Drink 900ml,26.10,26.10
Energy drinks,1,TIGER Bautura Energezanta Energy Drink 250ml,14.70,14.70
Energy drinks,1,COCA COLA Bautura Energezanta Energy Drink 250ml,24.30,24.30
Wine,1,CONTARINI Vin Prosecco DOC Millesimato Rose extra sec 0.75l,99.00,99.00
Wine,1,CRICOVA ORASUL SUBTERAN Vin Cabernet Sauvignon roze sec 0.75l,78.40,78.40
Wine,1,CRICOVA Vin Cabernet Sauvignon alb sec 0.75l,139.95,139.95
Wine,1,CRICOVA EDITIE LIMITATA Vin Feteasca Neagra rosu sec 0.75l,139.95,139.95
Wine,1,CASTEL MIMI Vin Cabernet Sauvignon roze sec 0.75l,121.90,121.90
Wine,1,KAZAYAK Malbec dry red wine 0.75L,75.50,75.50
Wine,1,KAZAYAK Dry white wine Sauvignon & Riton 0.75L,75.50,75.50
Wine,1,KAZAYAK Dry red wine Feteasca Neagra 0.75L,75.50,75.50
Wine,1,"KAZAYAK Dry white wine Viorica 0,75L",75.50,75.50
Wine,1,CASTEL MIMI ANIMALIENS Vin Viorica Feteasca Alba alb sec 0.75l,89.95,89.95
Wine,1,CASTEL MIMI ANIMALIENS Cabernet Sauvignon Wine rose dry 0.75L,89.95,89.95
Wine,1,CASTEL MIMI ANIMALIENS Saperavi Wine red dry 0.75L,89.95,89.95
Wine,1,ANIMALIENS Pinot Noir Saperavi Rara Neagra Wine red dry 0.75L,89.95,89.95
Wine,1,CASTEL MIMI Isterie Wine red dry 0.75l,130.00,130.00
Wine,1,CRICOVA VINTAGE Cabernet Sauvignon Wine red dry 0.187L,28.70,28.70
Wine,1,CRICOVA VINTAGE Codru Wine red dry 0.187L,28.70,28.70
Wine,1,CRICOVA VINTAGE Chardonnay Wine white dry 0.187L,28.70,28.70
Wine,1,CRICOVA VINTAGE Sauvignon Wine white dry 0.187L,28.70,28.70
Wine,1,CRICOVA LIMITED EDITION Fetească Albă Wine white dry 0.75L,139.95,139.95
Wine,1,CRICOVA ORNAMENT Sauvignon Wine white semi-sweet 0.75L,39.15,39.15
Wine,1,CRICOVA ORNAMENT Chardonnay Wine white semi-sweet 0.75l,39.15,39.15
Wine,1,CRICOVA ORAȘUL SUBTERAN Viorica Wine white dry 0.75L,78.40,78.40
Wine,1,ELLADA Isabella Wine red semi-sweet 0.75L,46.20,46.20
Wine,1,FAUTOR 310 Sauvignon Blanc & Aligote Wine white dry 0.75L,102.35,102.35
Wine,1,FAUTOR 310 Traminer & Riesling Wine white dry 0.75L,102.35,102.35
Wine,1,FAUTOR 310 Cabernet Sauvignon & Merlot Wine red dry 0.75L,102.35,102.35
Wine,1,CRICOVA ORAȘUL SUBTERAN Wine Fetească Neagră red dry 0.75L,78.40,78.40
Wine,1,BOSTAVAN Moscato Wine white semi-sweet 0.75L,50.95,50.95
Wine,1,БУКЕТ МОЛДАВИИ Wine white sweet 1L,108.80,108.80
Wine,2,CONTARINI Vin Prosecco DOC Millesimato Rose extra sec 0.75l,99.00,99.00
Wine,2,CRICOVA ORASUL SUBTERAN Vin Cabernet Sauvignon roze sec 0.75l,78.40,78.40
Wine,2,CRICOVA Vin Cabernet Sauvignon alb sec 0.75l,139.95,139.95
Wine,2,CRICOVA EDITIE LIMITATA Vin Feteasca Neagra rosu sec 0.75l,139.95,139.95
Wine,2,CASTEL MIMI Vin Cabernet Sauvignon roze sec 0.75l,121.90,121.90
Wine,2,CRICOVA VINTAGE Dionis Wine red dry 0.75L,55.95,72.80
Wine,2,CRICOVA PRESTIGE Wine Chardonnay white dry 0.75L,123.20,123.20
Wine,2,BOSTAVAN CRONICA VINULUI Cabernet Red Wine semi-sweet 1L,50.95,50.95
Wine,2,CHATEAU VARTELY Vin Cabernet Suvignon roșu sec 0.75l,71.80,71.80
Wine,2,PELICAN NEGRU Vin Cabernet Sauvignon-Malber-Rara Neagra roșu sec 0.75l,125.00,125.00
Wine,2,PELICAN NEGRU Vin Cabernet Sauvignon Malbec-Soft roșu sec 0.75l,125.00,125.00
Wine,2,PELICAN NEGRU Vin Cabernet Franc Merlot-Velvet roșu sec 0.75l,125.00,125.00
Wine,2,CONTARINI Vin Prosecco DOC Millesimato Rose extra sec 0.75l,99.00,99.00
Wine,2,CRICOVA ORASUL SUBTERAN Vin Cabernet Sauvignon roze sec 0.75l,78.40,78.40
Wine,2,CRICOVA Vin Cabernet Sauvignon alb sec 0.75l,139.95,139.95
Wine,2,CRICOVA EDITIE LIMITATA Vin Feteasca Neagra rosu sec 0.75l,139.95,139.95
Wine,2,CASTEL MIMI Vin Cabernet Sauvignon roze sec 0.75l,121.90,121.90
Wine,2,VINARIA DIN VALE PREMIUM Vin Feteasca Neagra rosu sec 0.75l,125.00,125.00
Wine,2,TIMBRUS Vin Saperavi rosu sec 0.75l,133.95,149.00
Wine,2,TIMBRUS Vin Viorica alb sec 0.75l,126.00,126.00
Wine,2,TIMBRUS Vin Traminer alb sec 0.75l,102.00,102.00
Wine,2,INSPIRO Vin Viorica alb demisec 0.75l,65.60,65.60
Wine,2,INSPIRO Vin Muscat Rose demisec 0.75l,65.60,65.60
Wine,2,CHATEAU VARTELY Vin alb sec Feteasca Alba 750ml,71.80,71.80
Wine,2,CHATEAU VARTELY Vin rosu sec Pinot Noir 750ml,71.80,71.80
Wine,2,БУКЕТ МОЛДАВИИ Vermut alb dulce  750ml,93.95,93.95
Wine,2,FAUTOR  Vin roze sec Merlot & Feteasca Neagra  750ml,102.35,102.35
Wine,2,FAUTOR  Vin alb sec Chardonnay & Feteasca Regala 750ml,102.35,102.35
Wine,2,FAUTOR  Vin rosu sec Merlot & Rara Neagra 750ml,102.35,102.35
Wine,3,CONTARINI Vin Prosecco DOC Millesimato Rose extra sec 0.75l,99.00,99.00
Wine,3,CRICOVA ORASUL SUBTERAN Vin Cabernet Sauvignon roze sec 0.75l,78.40,78.40
Wine,3,CRICOVA Vin Cabernet Sauvignon alb sec 0.75l,139.95,139.95
Wine,3,CRICOVA EDITIE LIMITATA Vin Feteasca Neagra rosu sec 0.75l,139.95,139.95
Wine,3,CASTEL MIMI Vin Cabernet Sauvignon roze sec 0.75l,121.90,121.90
Wine,3,FAUTOR  Vin rosu sec Cabernet Sauvignon & Feteasca Neagra 750ml,102.35,102.35
Wine,3,RADACINI Vin roze sec VINTAGE Pinot Grigio  750ml,114.95,114.95
Wine,3,RADACINI Vin alb sec AMPRE Viorica-Riesling-Chardonnay  750ml,64.95,84.50
Wine,3,RADACINI Vin rosu sec AMPRE Saperavi-Feteasca Neagra-Merlot  750ml,64.95,84.50
Wine,3,RADACINI Vin rosu sec AMPRE Rara Neagra-Merlot-Saperavi  750ml,64.95,84.50
Wine,3,RADACINI Vin alb sec FIORI Viorica  750ml,119.95,119.95
Wine,3,RADACINI Vin rosu sec VINTAGE Cabernet & Merlot  750ml,114.95,114.95
Wine,3,RADACINI Vin alb sec FIORI Feteasca Alba  750ml,119.95,119.95
Wine,3,RADACINI Vin alb sec VINTAGE Sauvignon Blanc  750ml,114.95,114.95
Wine,3,RADACINI Vin roze sec Merlot  750ml,65.90,65.90
Wine,3,RADACINI Vin alb sec Pinot Grigio  750ml,65.90,65.90
Wine,3,RADACINI Vin alb sec Blanc de Cabernet  750ml,65.90,65.90
Wine,3,RADACINI Vin alb sec Sauvignon Blanc 750ml,65.90,65.90
Wine,3,RADACINI Vin alb sec Chardonnay 750ml,65.90,65.90
Wine,3,RADACINI Vin rosu sec Merlot  750ml,65.90,65.90
Wine,3,RADACINI Vin rosu sec Cabernet Sauvignon 750ml,65.90,65.90
Wine,3,RADACINI Vin rosu sec FIORI Feteasca Neagra 750ml,119.95,119.95
Wine,3,RADACINI Vin rosu sec VINTAGE Pinot Noir  750ml,114.95,114.95
Wine,3,RADACINI Vin rosu sec VINTAGE Merlot 750ml,114.95,114.95
Wine,3,RADACINI Vin rosu sec FIORI Feteasca Neagra & Syrah  750ml,119.95,119.95
Wine,3,RADACINI Vin rosu sec VINTAGE Cabernet Sauvignon 750ml,114.95,114.95
Wine,3,CRICOVA Vin alb sec PRESTIGE Pinot Grigio  750ml,123.20,123.20
Wine,3,CRICOVA Vin roze sec NATIONAL Isabella Bag in Box 3L,114.99,114.99
Wine,3,CRICOVA Vin alb sec NATIONAL Muscat  750ml,45.95,45.95
Wine,4,CONTARINI Vin Prosecco DOC Millesimato Rose extra sec 0.75l,99.00,99.00
Wine,4,CRICOVA ORASUL SUBTERAN Vin Cabernet Sauvignon roze sec 0.75l,78.40,78.40
Wine,4,CRICOVA Vin Cabernet Sauvignon alb sec 0.75l,139.95,139.95
Wine,4,CRICOVA EDITIE LIMITATA Vin Feteasca Neagra rosu sec 0.75l,139.95,139.95
Wine,4,CASTEL MIMI Vin Cabernet Sauvignon roze sec 0.75l,121.90,121.90
Wine,4,CRICOVA Vin rosu sec NATIONAL Merlot  750ml,45.95,45.95
Wine,4,CRICOVA Vin alb sec NATIONAL Chardonnay 750ml,45.95,45.95
Wine,4,CRICOVA Vin rosu de desert VINTAGE Pastoral licoros  750ml,67.10,67.10
Wine,4,CRICOVA Vin alb sec ORASUL SUBTERAN Feteasca Alba  750ml,78.40,78.40
Wine,4,CRICOVA Vin rosu sec ORASUL SUBTERAN Rara Neagra 750ml,78.40,78.40
Wine,4,CRICOVA Vin roze sec PRESTIGE  750ml,123.20,123.20
Wine,4,CRICOVA Vin rosu de desert PAPIRUS Pastoral licoros  750ml,57.50,57.50
Wine,4,CRICOVA Vin alb sec PAPIRUS Chardonnay  750ml,45.95,45.95
Wine,4,CRICOVA Vin alb demidulce ORNAMENT Muscat 750ml,39.15,39.15
Wine,4,CRICOVA Vin roze demidulce ORNAMENT Isabella 750ml,39.15,39.15
Wine,4,CRICOVA Vin rosu sec PRESTIGE Codru  750ml,123.20,123.20
Wine,4,CRICOVA Vin rosu sec VINTAGE Codru  750ml,55.95,72.80
Wine,4,CRICOVA Vin alb sec NATIONAL Chardonnay Bag in Box 3L,114.99,114.99
Wine,4,CRICOVA Vin alb sec VINTAGE Chardonnay  750ml,55.95,72.80
Wine,4,CRICOVA Vin rosu sec VINTAGE Cabernet Sauvignon  750ml,55.95,72.80
Wine,4,CRICOVA Vin rosu demidulce ORNAMENT Cabernet Sauvignon  750ml,39.15,39.15
Wine,4,CRICOVA Vin rosu sec PRESTIGE Cabernet Sauvignon  750ml,123.20,123.20
Wine,4,CRICOVA Vin rosu sec NATIONAL Cabernet Bag in Box 3L,114.99,114.99
Wine,4,CRICOVA Vin rosu sec PAPIRUS Cabernet rosu 750ml,45.95,45.95
Wine,4,APRIORI Vin alb sec Feteasca Alba 750ml,65.50,65.50
Wine,4,APRIORI Vin rosu sec Cabernet & Saperavi 750ml,65.50,65.50
Wine,4,APRIORI Vin rosu sec Feteasca Neagra  750ml,65.50,65.50
Wine,4,VINARIA DIN VALE Vin rosu sec Feteasca Neagra 750ml,77.50,77.50
Wine,4,VINARIA DIN VALE Vin rosu sec Cabernet Sauvignon 750ml,77.50,77.50
Wine,5,CONTARINI Vin Prosecco DOC Millesimato Rose extra sec 0.75l,99.00,99.00
Wine,5,CRICOVA ORASUL SUBTERAN Vin Cabernet Sauvignon roze sec 0.75l,78.40,78.40
Wine,5,CRICOVA Vin Cabernet Sauvignon alb sec 0.75l,139.95,139.95
Wine,5,CRICOVA EDITIE LIMITATA Vin Feteasca Neagra rosu sec 0.75l,139.95,139.95
Wine,5,CASTEL MIMI Vin Cabernet Sauvignon roze sec 0.75l,121.90,121.90
Wine,5,VINARIA DIN VALE Vin alb sec Feteasca Alba  750ml,77.50,77.50
Wine,5,MARTINI Vermut alb dulce BIANCO 1L,220.00,220.00
Wine,5,BOSTAVAN Vin alb sec DOR Feteasca Alba & Chardonnay 750ml,73.75,73.75
Wine,5,BOSTAVAN Vin roze sec DOR Merlot & Saperavi  750ml,73.75,73.75
Wine,5,BOSTAVAN Vin roze demidulce CRONICA VINULUI Muscat 1L,50.95,50.95
Wine,5,BOSTAVAN Vin rosu sec DOR Rara Neagra & Cabernet Sauvignon 750ml,73.75,73.75
Wine,5,PURCARI Vin rosu sec FREEDOM BLEND 750ml,175.50,175.50
Wine,5,BOSTAVAN Vin roze demidulce Muscat  750ml,50.95,50.95
Wine,5,BOSTAVAN Vin alb sec CASA MARE Chardonnay 1.5L,56.60,56.60
Wine,5,BOSTAVAN Vin alb demidulce CASA MARE Muscat 1.5L,56.60,56.60
Wine,5,BOSTAVAN Vin rosu sec CASA MARE Cabernet rosu 1.5L,56.60,56.60
Wine,5,BOSTAVAN Vin roze sec Merlot 750ml,50.95,50.95
Wine,5,BOSTAVAN Vin alb sec Chardonnay 750ml,50.95,50.95
Wine,5,BOSTAVAN Vin rosu sec Cabernet 750ml,50.95,50.95
Wine,5,PURCARI Vin rosu sec Rara Neagra 750ml,184.95,184.95
Wine,5,PURCARI Vin alb sec Pinot Grigio 750ml,135.25,135.25
Wine,5,PURCARI Vin roze sec 750ml,135.25,135.25
Wine,5,BOSTAVAN Vin rosu demidulce CASA MARE Isabella 1.5L,56.60,56.60
Wine,5,PURCARI Vin rosu sec NEGRU DE PURCARI 750ml,304.00,304.00
Wine,5,PURCARI Vin rosu sec Pinot Noir  750ml,135.25,135.25
Wine,5,BOSTAVAN Vin alb demidulce CRONICA VINULUI Muscat 1L,50.95,50.95
Wine,5,PURCARI Vin rosu sec Merlot  750ml,135.25,135.25
Wine,5,BOSTAVAN Vin rosu demidulce CRONICA VINULUI Isabella 1L,50.95,50.95
Wine,5,PURCARI Vin alb sec Chardonnay 750ml,135.25,135.25
Wine,6,CONTARINI Vin Prosecco DOC Millesimato Rose extra sec 0.75l,99.00,99.00
